Epoch,PPL,NPMI
  0,   3743.02,  0.0402
  1,   3734.69,  0.0426
  2,   3729.03,  0.0431
  3,   3720.24,  0.0462
  4,   3700.47,  0.0591
  5,   3628.65,  0.0843
  6,   3538.79,  0.1111
  7,   3456.39,  0.1362
  8,   3392.73,  0.1560
  9,   3319.12,  0.1801
 10,   3256.85,  0.1951
 11,   3185.37,  0.2104
 12,   3145.21,  0.2216
 13,   3083.78,  0.2313
 14,   3057.37,  0.2360
 15,   3007.13,  0.2456
 16,   2970.55,  0.2516
 17,   2930.21,  0.2560
 18,   2899.14,  0.2634
 19,   2872.30,  0.2700
 20,   2850.23,  0.2735
 21,   2833.66,  0.2776
 22,   2806.15,  0.2801
 23,   2781.76,  0.2834
 24,   2773.74,  0.2884
 25,   2723.08,  0.2919
 26,   2704.51,  0.2959
 27,   2692.79,  0.3006
 28,   2693.87,  0.3068
 29,   2661.77,  0.3093
 30,   2656.75,  0.3074
 31,   2628.70,  0.3119
 32,   2625.53,  0.3125
 33,   2620.79,  0.3171
 34,   2609.60,  0.3180
 35,   2592.61,  0.3172
 36,   2568.73,  0.3211
 37,   2550.25,  0.3187
 38,   2559.23,  0.3204
 39,   2544.97,  0.3225
 40,   2543.33,  0.3195
 41,   2501.41,  0.3237
 42,   2525.77,  0.3214
 43,   2491.07,  0.3223
 44,   2477.83,  0.3203
 45,   2482.25,  0.3205
 46,   2475.67,  0.3216
 47,   2464.55,  0.3214
 48,   2468.92,  0.3216
 49,   2449.63,  0.3228
 50,   2438.56,  0.3193
 51,   2459.13,  0.3195
 52,   2438.55,  0.3206
 53,   2424.54,  0.3195
 54,   2427.21,  0.3227
 55,   2411.91,  0.3253
 56,   2399.81,  0.3285
 57,   2409.73,  0.3267
 58,   2408.63,  0.3260
 59,   2379.77,  0.3228
 60,   2379.85,  0.3224
 61,   2380.47,  0.3216
 62,   2387.76,  0.3183
 63,   2370.38,  0.3184
 64,   2384.94,  0.3190
 65,   2359.28,  0.3167
 66,   2360.31,  0.3187
 67,   2372.85,  0.3150
 68,   2347.02,  0.3093
 69,   2344.00,  0.3106
 70,   2348.01,  0.3090
 71,   2363.67,  0.3072
 72,   2343.11,  0.3079
 73,   2354.27,  0.3094
 74,   2316.75,  0.3058
 75,   2339.72,  0.3060
 76,   2319.51,  0.3025
 77,   2326.47,  0.3014
 78,   2342.18,  0.2984
 79,   2349.88,  0.2952
 80,   2339.65,  0.2906
 81,   2337.18,  0.2922
 82,   2313.23,  0.2896
 83,   2327.35,  0.2901
 84,   2346.00,  0.2871
 85,   2313.34,  0.2836
 86,   2320.30,  0.2847
 87,   2329.75,  0.2868
 88,   2324.87,  0.2844
 89,   2339.25,  0.2793
 90,   2316.31,  0.2807
 91,   2343.60,  0.2782
 92,   2330.50,  0.2765
 93,   2292.99,  0.2747
 94,   2348.87,  0.2755
 95,   2318.09,  0.2759
 96,   2301.04,  0.2775
 97,   2304.15,  0.2741
 98,   2330.43,  0.2712
 99,   2322.10,  0.2689
100,   2286.95,  0.2689
101,   2316.15,  0.2682
102,   2291.57,  0.2651
103,   2294.09,  0.2632
104,   2308.49,  0.2654
105,   2300.38,  0.2628
106,   2295.92,  0.2632
107,   2296.82,  0.2634
108,   2331.28,  0.2637
109,   2298.98,  0.2601
110,   2282.10,  0.2620
111,   2293.75,  0.2619
112,   2309.87,  0.2623
113,   2296.07,  0.2603
114,   2283.49,  0.2584
115,   2301.61,  0.2571
116,   2296.32,  0.2567
117,   2287.12,  0.2567
118,   2271.61,  0.2548
119,   2295.94,  0.2558
